,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
829,829,"public void setShapeIdentifiersA(int partId0, int index0) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_setShapeIdentifiersA(swigCPtr, this, partId0, index0);}
","public void [MASK](int partId0, int index0) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_[MASK](swigCPtr, this, partId0, index0);}
",setShapeIdentifiersA,"[{'value': ['test'], 'probability': 0.0744081437587738}, {'value': ['update'], 'probability': 0.07027167081832886}, {'value': ['execute'], 'probability': 0.053538694977760315}, {'value': ['run'], 'probability': 0.05280757322907448}, {'value': ['apply'], 'probability': 0.04023266211152077}]","[0.5425338, 0.41854778, 0.35167885, 0.67632943, 0.5010617]",0.1444837737452149,"[{'value': ['set', 'index'], 'probability': 0.3762408494949341}, {'value': ['reinit'], 'probability': 0.10777167975902557}, {'value': ['set', 'location'], 'probability': 0.0831112191081047}, {'value': ['delete'], 'probability': 0.07537335157394409}, {'value': ['go', 'to'], 'probability': 0.07347162067890167}, {'value': ['set', 'class'], 'probability': 0.06668920069932938}, {'value': ['move', 'to'], 'probability': 0.05925727263092995}, {'value': ['open'], 'probability': 0.05772487819194794}, {'value': ['set', 'width'], 'probability': 0.05146623030304909}, {'value': ['init'], 'probability': 0.048893753439188004}]","[0.73392576, 0.0, 0.8498627, 0.18091975, 0.74741673, 0.823405, 0.7490501, 0.6936701, 0.7513865, -0.2256778]",0.5822941281445222
830,830,"public void setShapeIdentifiersB(int partId1, int index1) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_setShapeIdentifiersB(swigCPtr, this, partId1, index1);}
","public void [MASK](int partId1, int index1) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_[MASK](swigCPtr, this, partId1, index1);}
",setShapeIdentifiersB,"[{'value': ['test'], 'probability': 0.07529294490814209}, {'value': ['update'], 'probability': 0.055970627814531326}, {'value': ['execute'], 'probability': 0.053224653005599976}, {'value': ['apply'], 'probability': 0.04610908403992653}, {'value': ['run'], 'probability': 0.04518703371286392}]","[0.5425338, 0.41854778, 0.35167885, 0.5010617, 0.67632943]",0.1366581512324552,"[{'value': ['set', 'index'], 'probability': 0.3762408494949341}, {'value': ['reinit'], 'probability': 0.10777167975902557}, {'value': ['set', 'location'], 'probability': 0.0831112191081047}, {'value': ['delete'], 'probability': 0.07537335157394409}, {'value': ['go', 'to'], 'probability': 0.07347162067890167}, {'value': ['set', 'class'], 'probability': 0.06668920069932938}, {'value': ['move', 'to'], 'probability': 0.05925727263092995}, {'value': ['open'], 'probability': 0.05772487819194794}, {'value': ['set', 'width'], 'probability': 0.05146623030304909}, {'value': ['init'], 'probability': 0.048893753439188004}]","[0.73392576, 0.0, 0.8498627, 0.18091975, 0.74741673, 0.823405, 0.7490501, 0.6936701, 0.7513865, -0.2256778]",0.5822941281445222
831,831,"public void addContactPoint(Vector3 normalOnBInWorld, Vector3 pointInWorld, float depth) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_addContactPoint(swigCPtr, this, normalOnBInWorld, pointInWorld, depth);}
","public void [MASK](Vector3 normalOnBInWorld, Vector3 pointInWorld, float depth) {CollisionJNI.btDiscreteCollisionDetectorInterface_Result_[MASK](swigCPtr, this, normalOnBInWorld, pointInWorld, depth);}
",addContactPoint,"[{'value': ['test'], 'probability': 0.0738188773393631}, {'value': ['apply'], 'probability': 0.060187648981809616}, {'value': ['execute'], 'probability': 0.04740976542234421}, {'value': ['navigate'], 'probability': 0.0390697605907917}, {'value': ['evaluate'], 'probability': 0.03823764622211456}]","[0.30969554, 0.46110356, 0.24202506, 0.18795648, 0.33404627]",0.0822050258025706,"[{'value': ['apply', 'layout'], 'probability': 0.6654196381568909}, {'value': ['assert', 'equals'], 'probability': 0.060432057827711105}, {'value': ['set', 'grid', 'size'], 'probability': 0.05022934451699257}, {'value': ['arc', 'to'], 'probability': 0.04103108495473862}, {'value': ['update', 'normal'], 'probability': 0.0394180603325367}, {'value': ['set', 'depth'], 'probability': 0.03638867288827896}, {'value': ['set', 'rect'], 'probability': 0.02816353738307953}, {'value': ['vertex'], 'probability': 0.026566825807094574}, {'value': ['copy', 'to'], 'probability': 0.026485949754714966}, {'value': ['set', 'bounds'], 'probability': 0.025864753872156143}]","[0.45393366, 0.281983, 0.54662097, 0.44776547, 0.5488573, 0.55694795, 0.5084879, 0.14606886, 0.54338574, 0.3676979]",0.44893129477210825
832,832,"protected void reset(long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.reset(swigCPtr = cPtr, cMemoryOwn);}
","protected void [MASK](long cPtr, boolean cMemoryOwn) {if (!destroyed)destroy();super.[MASK](swigCPtr = cPtr, cMemoryOwn);}
",reset,"[{'value': ['destroy'], 'probability': 0.9115408658981323}, {'value': ['destroyed'], 'probability': 0.0691232979297638}, {'value': ['rebuild'], 'probability': 0.004925813991576433}, {'value': ['save'], 'probability': 0.0026005508843809366}, {'value': ['run'], 'probability': 0.001220924430526793}]","[0.0852853, -0.009507184, 0.19255844, 0.15556529, 0.1346719]",0.0786013536722733,"[{'value': ['reset'], 'probability': 0.9976670742034912}, {'value': ['reinit'], 'probability': 0.0007650359184481204}, {'value': ['destroy'], 'probability': 0.0004842917260248214}, {'value': ['stop'], 'probability': 0.0004195002547930926}, {'value': ['clear'], 'probability': 0.00021948434005025774}, {'value': ['start'], 'probability': 0.00013255604426376522}, {'value': ['shutdown'], 'probability': 0.0001189266549772583}, {'value': ['restart'], 'probability': 8.343072840943933e-05}, {'value': ['mark'], 'probability': 5.742608482250944e-05}, {'value': ['abort'], 'probability': 5.2347619202919304e-05}]","[1.0, 0.0, 0.0852853, 0.1610944, 0.10589813, 0.23268494, 0.25621086, 0.38693747, 0.12411288, 0.21679178]",0.9979112717127002
833,833,"public static long getCPtr(ClosestPointInput obj) {return (obj == null) ? 0 : obj.swigCPtr;}
","public static long [MASK](ClosestPointInput obj) {return (obj == null) ? 0 : obj.swigCPtr;}
",getCPtr,"[{'value': ['get'], 'probability': 0.07072009146213531}, {'value': ['read'], 'probability': 0.0515887588262558}, {'value': ['evaluate'], 'probability': 0.046422913670539856}, {'value': ['execute'], 'probability': 0.038323331624269485}, {'value': ['process'], 'probability': 0.03652578592300415}]","[1.0, 0.5726487, 0.40115592, 0.37713256, 0.52250975]",0.1524232096891881,"[{'value': ['get', 'c', 'ptr'], 'probability': 1.0}, {'value': ['size'], 'probability': 1.054314235915399e-08}, {'value': ['get', 'flags'], 'probability': 8.130188966504193e-09}, {'value': ['get', 'type'], 'probability': 4.1625649593868275e-09}, {'value': ['get', 'id'], 'probability': 2.1514112713560962e-09}, {'value': ['get', 'base'], 'probability': 1.9387691452266154e-09}, {'value': ['get', 'first'], 'probability': 1.7844875577210928e-09}, {'value': ['height'], 'probability': 6.839201427411012e-10}, {'value': ['get', 'count'], 'probability': 3.1865962646371315e-10}, {'value': ['get', 'top'], 'probability': 3.1842023462402835e-10}]","[0.67619735, 0.43109724, 0.75727946, 0.8542828, 0.82231325, 0.8330182, 0.8991456, 0.30686238, 0.85928994, 0.8810721]",0.676197370010872
834,834,"protected void finalize() {if (!destroyed)destroy();super.finalize();}
","protected void [MASK]() {if (!destroyed)destroy();super.[MASK]();}
",finalize,"[{'value': ['destroy'], 'probability': 0.9733927249908447}, {'value': ['destroyed'], 'probability': 0.009544972330331802}, {'value': ['rebuild'], 'probability': 0.006175817456096411}, {'value': ['run'], 'probability': 0.0022894893772900105}, {'value': ['build'], 'probability': 0.0005107757169753313}]","[0.1432974, -0.044560697, 0.28834844, 0.09746272, 0.31560788]",0.1412244520043508,"[{'value': ['finalize'], 'probability': 0.9999464750289917}, {'value': ['dispose'], 'probability': 4.112516398890875e-05}, {'value': ['free', 'mem'], 'probability': 7.3835099101415835e-06}, {'value': ['on', 'destroy'], 'probability': 2.8894064598716795e-06}, {'value': ['is', 'handled'], 'probability': 8.069619070738554e-07}, {'value': ['remove', 'notify'], 'probability': 6.561280088135391e-07}, {'value': ['do', 'finalize'], 'probability': 1.9771378845234722e-07}, {'value': ['test', 'finalize'], 'probability': 1.6581098805090733e-07}, {'value': ['release'], 'probability': 1.544726728752721e-07}, {'value': ['tear', 'down'], 'probability': 8.362584225096725e-08}]","[1.0, 0.33868343, 0.14763913, 0.25811264, 0.09339231, 0.37095228, 0.704253, 0.67354965, 0.29516438, 0.11604035]",0.9999628643053813
835,835,"protected synchronized void delete() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.delete_btDiscreteCollisionDetectorInterface_ClosestPointInput(swigCPtr);}swigCPtr = 0;}super.delete();}
","protected synchronized void [MASK]() {if (swigCPtr != 0) {if (swigCMemOwn) {swigCMemOwn = false;CollisionJNI.[MASK]_btDiscreteCollisionDetectorInterface_ClosestPointInput(swigCPtr);}swigCPtr = 0;}super.[MASK]();}
",delete,"[{'value': ['run'], 'probability': 0.7486858367919922}, {'value': ['test'], 'probability': 0.023231469094753265}, {'value': ['start'], 'probability': 0.02090964838862419}, {'value': ['clear'], 'probability': 0.0186812374740839}, {'value': ['close'], 'probability': 0.014547992497682571}]","[0.13931048, 0.14537679, 0.15163165, 0.18840031, 0.10496158]",0.1158941948396954,"[{'value': ['delete'], 'probability': 1.0}, {'value': ['do', 'delete'], 'probability': 2.7106727973347233e-10}, {'value': ['delete', 'file'], 'probability': 9.954600338479835e-11}, {'value': ['remove'], 'probability': 7.5760224482746e-11}, {'value': ['move'], 'probability': 5.980566042396163e-11}, {'value': ['test', 'delete'], 'probability': 5.413420059441343e-11}, {'value': ['delete', 'by', 'id'], 'probability': 2.8741738156146113e-11}, {'value': ['abort'], 'probability': 1.7666821131023802e-11}, {'value': ['delete', 'row'], 'probability': 9.944252886417981e-12}, {'value': ['clear'], 'probability': 5.664530042942539e-12}]","[1.0, 0.7730317, 0.8637192, 0.5385779, 0.24743508, 0.7130186, 0.68815297, 0.26680696, 0.76140904, 0.18840031]",1.0000000004228538
836,836,"public void setTransformA(btTransform value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformA_set(swigCPtr, this, btTransform.getCPtr(value), value);}
","public void [MASK](btTransform value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformA_set(swigCPtr, this, btTransform.getCPtr(value), value);}
",setTransformA,"[{'value': ['set'], 'probability': 0.31578880548477173}, {'value': ['put'], 'probability': 0.07078658044338226}, {'value': ['execute'], 'probability': 0.04950246214866638}, {'value': ['transform'], 'probability': 0.034543659538030624}, {'value': ['apply'], 'probability': 0.02988051064312458}]","[1.0, 0.7944568, 0.35167885, 0.40315592, 0.5010617]",0.4183331128641532,"[{'value': ['swap'], 'probability': 0.6816266179084778}, {'value': ['set'], 'probability': 0.05301619693636894}, {'value': ['set', 'bits'], 'probability': 0.046081967651844025}, {'value': ['assign'], 'probability': 0.041276972740888596}, {'value': ['set', 'to'], 'probability': 0.03635069727897644}, {'value': ['ne'], 'probability': 0.03558707982301712}, {'value': ['add'], 'probability': 0.03186134621500969}, {'value': ['lt'], 'probability': 0.026595523580908775}, {'value': ['set', 'top'], 'probability': 0.025171708315610886}, {'value': ['set', 'nodes'], 'probability': 0.022431842982769012}]","[0.3554226, 1.0, 0.81719714, 0.17613421, 0.9136955, 0.027621567, 0.5084879, -0.021349974, 0.8966336, 0.7400634]",0.42921056101584765
837,837,"public btTransform getTransformA() {long cPtr = CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformA_get(swigCPtr, this);return (cPtr == 0) ? null : new btTransform(cPtr, false);}
","public btTransform [MASK]() {long cPtr = CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformA_get(swigCPtr, this);return (cPtr == 0) ? null : new btTransform(cPtr, false);}
",getTransformA,"[{'value': ['transform'], 'probability': 0.7246606349945068}, {'value': ['create'], 'probability': 0.0347408764064312}, {'value': ['resolve'], 'probability': 0.019098253920674324}, {'value': ['update'], 'probability': 0.017723456025123596}, {'value': ['build'], 'probability': 0.017024435102939606}]","[0.33052462, 0.62328804, 0.427468, 0.36048478, 0.5626448]",0.2853033941792956,"[{'value': ['clone'], 'probability': 0.24985620379447937}, {'value': ['get', 'parent'], 'probability': 0.10705603659152985}, {'value': ['get', 'dto'], 'probability': 0.09282155334949493}, {'value': ['get', 'data'], 'probability': 0.09101137518882751}, {'value': ['get', 'previous'], 'probability': 0.08914676308631897}, {'value': ['get', 'shutdown'], 'probability': 0.08140432834625244}, {'value': ['get', 'next'], 'probability': 0.07586400955915451}, {'value': ['get', 'inf'], 'probability': 0.07277494668960571}, {'value': ['get', 'unit'], 'probability': 0.07116889208555222}, {'value': ['get', 'target'], 'probability': 0.06889588385820389}]","[0.166604, 0.85029024, 0.88755053, 0.82370985, 0.86536276, 0.80612296, 0.926832, 0.6782611, 0.815615, 0.8772629]",0.6709325440641549
838,838,"public void setTransformB(btTransform value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformB_set(swigCPtr, this, btTransform.getCPtr(value), value);}
","public void [MASK](btTransform value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformB_set(swigCPtr, this, btTransform.getCPtr(value), value);}
",setTransformB,"[{'value': ['set'], 'probability': 0.3157902657985687}, {'value': ['execute'], 'probability': 0.07054752856492996}, {'value': ['put'], 'probability': 0.07018173485994339}, {'value': ['transform'], 'probability': 0.03906187042593956}, {'value': ['apply'], 'probability': 0.02601458691060543}]","[1.0, 0.35167885, 0.7944568, 0.40315592, 0.5010617]",0.4251396314704752,"[{'value': ['swap'], 'probability': 0.6816266179084778}, {'value': ['set'], 'probability': 0.05301619693636894}, {'value': ['set', 'bits'], 'probability': 0.046081967651844025}, {'value': ['assign'], 'probability': 0.041276972740888596}, {'value': ['set', 'to'], 'probability': 0.03635069727897644}, {'value': ['ne'], 'probability': 0.03558707982301712}, {'value': ['add'], 'probability': 0.03186134621500969}, {'value': ['lt'], 'probability': 0.026595523580908775}, {'value': ['set', 'top'], 'probability': 0.025171708315610886}, {'value': ['set', 'nodes'], 'probability': 0.022431842982769012}]","[0.3554226, 1.0, 0.81719714, 0.17613421, 0.9136955, 0.027621567, 0.5084879, -0.021349974, 0.8966336, 0.7400634]",0.42921056101584765
839,839,"public btTransform getTransformB() {long cPtr = CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformB_get(swigCPtr, this);return (cPtr == 0) ? null : new btTransform(cPtr, false);}
","public btTransform [MASK]() {long cPtr = CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_transformB_get(swigCPtr, this);return (cPtr == 0) ? null : new btTransform(cPtr, false);}
",getTransformB,"[{'value': ['transform'], 'probability': 0.5863433480262756}, {'value': ['create'], 'probability': 0.043755874037742615}, {'value': ['build'], 'probability': 0.03420921042561531}, {'value': ['update'], 'probability': 0.02607657015323639}, {'value': ['resolve'], 'probability': 0.02017231099307537}]","[0.33052462, 0.62328804, 0.5626448, 0.36048478, 0.427468]",0.2583442848132894,"[{'value': ['clone'], 'probability': 0.24985620379447937}, {'value': ['get', 'parent'], 'probability': 0.10705603659152985}, {'value': ['get', 'dto'], 'probability': 0.09282155334949493}, {'value': ['get', 'data'], 'probability': 0.09101137518882751}, {'value': ['get', 'previous'], 'probability': 0.08914676308631897}, {'value': ['get', 'shutdown'], 'probability': 0.08140432834625244}, {'value': ['get', 'next'], 'probability': 0.07586400955915451}, {'value': ['get', 'inf'], 'probability': 0.07277494668960571}, {'value': ['get', 'unit'], 'probability': 0.07116889208555222}, {'value': ['get', 'target'], 'probability': 0.06889588385820389}]","[0.166604, 0.85029024, 0.88755053, 0.82370985, 0.86536276, 0.80612296, 0.926832, 0.6782611, 0.815615, 0.8772629]",0.6709325440641549
840,840,"public void setMaximumDistanceSquared(float value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_maximumDistanceSquared_set(swigCPtr, this, value);}
","public void [MASK](float value) {CollisionJNI.btDiscreteCollisionDetectorInterface_ClosestPointInput_maximumDistanceSquared_set(swigCPtr, this, value);}
",setMaximumDistanceSquared,"[{'value': ['set'], 'probability': 0.4197111427783966}, {'value': ['put'], 'probability': 0.15715830028057098}, {'value': ['write'], 'probability': 0.01783221960067749}, {'value': ['execute'], 'probability': 0.017649177461862564}, {'value': ['update'], 'probability': 0.01711052469909191}]","[1.0, 0.7944568, 0.46259418, 0.35167885, 0.41854778]",0.566184115508183,"[{'value': ['set', 'top'], 'probability': 0.2738816738128662}, {'value': ['set', 'code'], 'probability': 0.17088986933231354}, {'value': ['set'], 'probability': 0.1435210406780243}, {'value': ['set', 'value'], 'probability': 0.12907591462135315}, {'value': ['set', 'flags'], 'probability': 0.08506065607070923}, {'value': ['set', 'size'], 'probability': 0.07287262380123138}, {'value': ['set', 'range'], 'probability': 0.03541482612490654}, {'value': ['set', 'length'], 'probability': 0.030357785522937775}, {'value': ['set', 'id'], 'probability': 0.029652344062924385}, {'value': ['set', 'dirty'], 'probability': 0.02927330695092678}]","[0.8966336, 0.852165, 1.0, 0.8399167, 0.7786614, 0.8344828, 0.8546901, 0.82813084, 0.7939222, 0.7950754]",0.8724013944693889
